ct_ab_ph_workers_camp;City Worker's Camp;Ville Le Camp Des Travailleurs;Stadt Arbeiterlager;;Campamento De Los Trabajadores Ciudad;;;;;;;;;x
ct_ab_ph_ct_asylum_1_desc;A Bribed Inmate is under construction here and will be completed in approximately 7 days.;Un Bribed Inmate est en construction ici et sera termin dans environ 7 jours.;Ein Bribed Inmate befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Bribed Inmate est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
ct_ab_ph_ct_asylum_2;Partially Constructed Influenced Orderly;Partiellement construit Influenced Orderly;Partiell Konstruiert Influenced Orderly;;Parcialmente construida Influenced Orderly;;;;;;;;;x
ct_ab_ph_ct_asylum_2_desc;A Influenced Orderly is under construction here and will be completed in approximately 30 days.;Un Influenced Orderly est en construction ici et sera termin dans environ 30 jours.;Ein Influenced Orderly befindet sich hier im Aufbau und wird in ca. 30 Tagen abgeschlossen sein.;;A Influenced Orderly est en construccin aqu y se completar en aproximadamente 30 das.;;;;;;;;;x
ct_ab_ph_ct_asylum_2g;Partially Constructed Ghouled Superintendent;Partiellement construit Ghouled Superintendent;Partiell Konstruiert Ghouled Superintendent;;Parcialmente construida Ghouled Superintendent;;;;;;;;;x
ct_ab_ph_ct_asylum_2g_desc;A Ghouled Superintendent is under construction here and will be completed in approximately 7 days.;Un Ghouled Superintendent est en construction ici et sera termin dans environ 7 jours.;Ein Ghouled Superintendent befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Ghouled Superintendent est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
ct_ab_ph_ct_asylum_3;Partially Constructed Controlled Asylum;Partiellement construit Controlled Asylum;Partiell Konstruiert Controlled Asylum;;Parcialmente construida Controlled Asylum;;;;;;;;;x
ct_ab_ph_ct_asylum_3_desc;A Controlled Asylum is under construction here and will be completed in approximately 356 days.;Un Controlled Asylum est en construction ici et sera termin dans environ 356 jours.;Ein Controlled Asylum befindet sich hier im Aufbau und wird in ca. 356 Tagen abgeschlossen sein.;;A Controlled Asylum est en construccin aqu y se completar en aproximadamente 356 das.;;;;;;;;;x
ct_ab_ph_ct_asylum_3c;Partially Constructed Conditioned Inmates;Partiellement construit Conditioned Inmates;Partiell Konstruiert Conditioned Inmates;;Parcialmente construida Conditioned Inmates;;;;;;;;;x
ct_ab_ph_ct_asylum_3c_desc;A Conditioned Inmates is under construction here and will be completed in approximately 180 days.;Un Conditioned Inmates est en construction ici et sera termin dans environ 180 jours.;Ein Conditioned Inmates befindet sich hier im Aufbau und wird in ca. 180 Tagen abgeschlossen sein.;;A Conditioned Inmates est en construccin aqu y se completar en aproximadamente 180 das.;;;;;;;;;x
ct_ab_ph_ct_brothel_1;Partially Constructed Bribed Whore;Partiellement construit Bribed Whore;Partiell Konstruiert Bribed Whore;;Parcialmente construida Bribed Whore;;;;;;;;;x
ct_ab_ph_ct_brothel_1_desc;A Bribed Whore is under construction here and will be completed in approximately 7 days.;Un Bribed Whore est en construction ici et sera termin dans environ 7 jours.;Ein Bribed Whore befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Bribed Whore est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
ct_ab_ph_ct_brothel_2;Partially Constructed Influenced Pimp;Partiellement construit Influenced Pimp;Partiell Konstruiert Influenced Pimp;;Parcialmente construida Influenced Pimp;;;;;;;;;x
ct_ab_ph_ct_brothel_2_desc;A Influenced Pimp is under construction here and will be completed in approximately 30 days.;Un Influenced Pimp est en construction ici et sera termin dans environ 30 jours.;Ein Influenced Pimp befindet sich hier im Aufbau und wird in ca. 30 Tagen abgeschlossen sein.;;A Influenced Pimp est en construccin aqu y se completar en aproximadamente 30 das.;;;;;;;;;x
ct_ab_ph_ct_brothel_2g;Partially Constructed Ghouled Madam;Partiellement construit Ghouled Madam;Partiell Konstruiert Ghouled Madam;;Parcialmente construida Ghouled Madam;;;;;;;;;x
ct_ab_ph_ct_brothel_2g_desc;A Ghouled Madam is under construction here and will be completed in approximately 7 days.;Un Ghouled Madam est en construction ici et sera termin dans environ 7 jours.;Ein Ghouled Madam befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Ghouled Madam est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
ct_ab_ph_ct_brothel_3;Partially Constructed Controlled Brothel;Partiellement construit Controlled Brothel;Partiell Konstruiert Controlled Brothel;;Parcialmente construida Controlled Brothel;;;;;;;;;x
ct_ab_ph_ct_brothel_3_desc;A Controlled Brothel is under construction here and will be completed in approximately 356 days.;Un Controlled Brothel est en construction ici et sera termin dans environ 356 jours.;Ein Controlled Brothel befindet sich hier im Aufbau und wird in ca. 356 Tagen abgeschlossen sein.;;A Controlled Brothel est en construccin aqu y se completar en aproximadamente 356 das.;;;;;;;;;x
ct_ab_ph_ct_brothel_3c;Partially Constructed Conditioned Whores;Partiellement construit Conditioned Whores;Partiell Konstruiert Conditioned Whores;;Parcialmente construida Conditioned Whores;;;;;;;;;x
ct_ab_ph_ct_brothel_3c_desc;A Conditioned Whores is under construction here and will be completed in approximately 180 days.;Un Conditioned Whores est en construction ici et sera termin dans environ 180 jours.;Ein Conditioned Whores befindet sich hier im Aufbau und wird in ca. 180 Tagen abgeschlossen sein.;;A Conditioned Whores est en construccin aqu y se completar en aproximadamente 180 das.;;;;;;;;;x
ct_ab_ph_ct_civicward_1;Partially Constructed Bribed Bureaucrat;Partiellement construit Bribed Bureaucrat;Partiell Konstruiert Bribed Bureaucrat;;Parcialmente construida Bribed Bureaucrat;;;;;;;;;x
ct_ab_ph_ct_civicward_1_desc;A Bribed Bureaucrat is under construction here and will be completed in approximately 7 days.;Un Bribed Bureaucrat est en construction ici et sera termin dans environ 7 jours.;Ein Bribed Bureaucrat befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Bribed Bureaucrat est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
ct_ab_ph_ct_civicward_2;Partially Constructed Influenced Politician ;Partiellement construit Influenced Politician ;Partiell Konstruiert Influenced Politician ;;Parcialmente construida Influenced Politician ;;;;;;;;;x
ct_ab_ph_ct_civicward_2_desc;A Influenced Politician  is under construction here and will be completed in approximately 30 days.;Un Influenced Politician  est en construction ici et sera termin dans environ 30 jours.;Ein Influenced Politician  befindet sich hier im Aufbau und wird in ca. 30 Tagen abgeschlossen sein.;;A Influenced Politician  est en construccin aqu y se completar en aproximadamente 30 das.;;;;;;;;;x
ct_ab_ph_ct_civicward_2g;Partially Constructed Ghouled Mayor;Partiellement construit Ghouled Mayor;Partiell Konstruiert Ghouled Mayor;;Parcialmente construida Ghouled Mayor;;;;;;;;;x
ct_ab_ph_ct_civicward_2g_desc;A Ghouled Mayor is under construction here and will be completed in approximately 7 days.;Un Ghouled Mayor est en construction ici et sera termin dans environ 7 jours.;Ein Ghouled Mayor befindet sich hier im Aufbau und wird in ca. 7 Tagen abgeschlossen sein.;;A Ghouled Mayor est en construccin aqu y se completar en aproximadamente 7 das.;;;;;;;;;x
ct_ab_ph_ct_civicward_3;Partially Constructed Controlled City Hall;Partiellement construit Controlled City Hall;Partiell Konstruiert Controlled City Hall;;Parcialmente construida Controlled City Hall;;;;;;;;;x
ct_ab_ph_ct_civicward_3_desc;A Controlled City Hall is under construction here and will be completed in approximately 356 days.;Un Controlled City Hall est en construction ici et sera termin dans environ 356 jours.;Ein Controlled City Hall befindet sich hier im Aufbau und wird in ca. 356 Tagen abgeschlossen sein.;;A Controlled City Hall est en construccin aqu y se completar en aproximadamente 356 das.;;;;;;;;;x
ct_ab_ph_ct_civicward_3c;Partially Constructed Conditioned Civilian Administration;Partiellement construit Conditioned Civilian Administration;Partiell Konstruiert Conditioned Civilian Administration;;Parcialmente construida Conditioned Civilian Administration;;;;;;;;;x
ct_ab_ph_ct_civicward_3c_desc;A Conditioned Civilian Administration is under construction here and will be completed in approximately 180 days.;Un Conditioned Civilian Administration est en construction ici et sera termin dans environ 180 jours.;Ein Conditioned Civilian Administration befindet sich hier im Aufbau und wird in ca. 180 Tagen abgeschlossen sein.;;A Conditioned Civilian Administration est en construccin aqu y se completar en aproximadamente 180 das.;;;;;;;;;x
ct_ab_ph_ct_clan_anda_emiinence_8;Partially Constructed Anda Preeminent Court;Partiellement construit Anda Preeminent Court;Partiell Konstruiert Anda Preeminent Court;;Parcialmente construida Anda Preeminent Court;;;;;;;;;x
ct_ab_ph_ct_clan_anda_emiinence_8_desc;A Anda Preeminent Court is under construction here and will be completed in approximately 1 days.;Un Anda Preeminent Court est en construction ici et sera termin dans environ 1 jours.;Ein Anda Preeminent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Anda Preeminent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_anda_eminence_1;Partially Constructed Anda Recognized Court;Partiellement construit Anda Recognized Court;Partiell Konstruiert Anda Recognized Court;;Parcialmente construida Anda Recognized Court;;;;;;;;;x
ct_ab_ph_ct_clan_anda_eminence_1_desc;A Anda Recognized Court is under construction here and will be completed in approximately 1 days.;Un Anda Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Anda Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Anda Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_anda_eminence_2;Partially Constructed Anda Significant Court;Partiellement construit Anda Significant Court;Partiell Konstruiert Anda Significant Court;;Parcialmente construida Anda Significant Court;;;;;;;;;x
ct_ab_ph_ct_clan_anda_eminence_2_desc;A Anda Significant Court is under construction here and will be completed in approximately 1 days.;Un Anda Significant Court est en construction ici et sera termin dans environ 1 jours.;Ein Anda Significant Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Anda Significant Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_anda_eminence_3;Partially Constructed Anda Sanctioned Court;Partiellement construit Anda Sanctioned Court;Partiell Konstruiert Anda Sanctioned Court;;Parcialmente construida Anda Sanctioned Court;;;;;;;;;x
ct_ab_ph_ct_clan_anda_eminence_3_desc;A Anda Sanctioned Court is under construction here and will be completed in approximately 1 days.;Un Anda Sanctioned Court est en construction ici et sera termin dans environ 1 jours.;Ein Anda Sanctioned Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Anda Sanctioned Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_anda_eminence_4;Partially Constructed Anda Established Court;Partiellement construit Anda Established Court;Partiell Konstruiert Anda Established Court;;Parcialmente construida Anda Established Court;;;;;;;;;x
ct_ab_ph_ct_clan_anda_eminence_4_desc;A Anda Established Court is under construction here and will be completed in approximately 1 days.;Un Anda Established Court est en construction ici et sera termin dans environ 1 jours.;Ein Anda Established Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Anda Established Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_anda_eminence_5;Partially Constructed Anda Noteworthy Court;Partiellement construit Anda Noteworthy Court;Partiell Konstruiert Anda Noteworthy Court;;Parcialmente construida Anda Noteworthy Court;;;;;;;;;x
ct_ab_ph_ct_clan_anda_eminence_5_desc;A Anda Noteworthy Court is under construction here and will be completed in approximately 1 days.;Un Anda Noteworthy Court est en construction ici et sera termin dans environ 1 jours.;Ein Anda Noteworthy Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Anda Noteworthy Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_anda_eminence_6;Partially Constructed Anda Prominent Court;Partiellement construit Anda Prominent Court;Partiell Konstruiert Anda Prominent Court;;Parcialmente construida Anda Prominent Court;;;;;;;;;x
ct_ab_ph_ct_clan_anda_eminence_6_desc;A Anda Prominent Court is under construction here and will be completed in approximately 1 days.;Un Anda Prominent Court est en construction ici et sera termin dans environ 1 jours.;Ein Anda Prominent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Anda Prominent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_anda_eminence_7;Partially Constructed Anda Eminent Court;Partiellement construit Anda Eminent Court;Partiell Konstruiert Anda Eminent Court;;Parcialmente construida Anda Eminent Court;;;;;;;;;x
ct_ab_ph_ct_clan_anda_eminence_7_desc;A Anda Eminent Court is under construction here and will be completed in approximately 1 days.;Un Anda Eminent Court est en construction ici et sera termin dans environ 1 jours.;Ein Anda Eminent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Anda Eminent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_ashirra_emiinence_8;Partially Constructed Ashirra Preeminent Court;Partiellement construit Ashirra Preeminent Court;Partiell Konstruiert Ashirra Preeminent Court;;Parcialmente construida Ashirra Preeminent Court;;;;;;;;;x
ct_ab_ph_ct_clan_ashirra_emiinence_8_desc;A Ashirra Preeminent Court is under construction here and will be completed in approximately 1 days.;Un Ashirra Preeminent Court est en construction ici et sera termin dans environ 1 jours.;Ein Ashirra Preeminent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Ashirra Preeminent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_ashirra_eminence_1;Partially Constructed Ashirra Recognized Court;Partiellement construit Ashirra Recognized Court;Partiell Konstruiert Ashirra Recognized Court;;Parcialmente construida Ashirra Recognized Court;;;;;;;;;x
ct_ab_ph_ct_clan_ashirra_eminence_1_desc;A Ashirra Recognized Court is under construction here and will be completed in approximately 1 days.;Un Ashirra Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Ashirra Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Ashirra Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_ashirra_eminence_2;Partially Constructed Ashirra Significant Court;Partiellement construit Ashirra Significant Court;Partiell Konstruiert Ashirra Significant Court;;Parcialmente construida Ashirra Significant Court;;;;;;;;;x
ct_ab_ph_ct_clan_ashirra_eminence_2_desc;A Ashirra Significant Court is under construction here and will be completed in approximately 1 days.;Un Ashirra Significant Court est en construction ici et sera termin dans environ 1 jours.;Ein Ashirra Significant Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Ashirra Significant Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_ashirra_eminence_3;Partially Constructed Ashirra Sanctioned Court;Partiellement construit Ashirra Sanctioned Court;Partiell Konstruiert Ashirra Sanctioned Court;;Parcialmente construida Ashirra Sanctioned Court;;;;;;;;;x
ct_ab_ph_ct_clan_ashirra_eminence_3_desc;A Ashirra Sanctioned Court is under construction here and will be completed in approximately 1 days.;Un Ashirra Sanctioned Court est en construction ici et sera termin dans environ 1 jours.;Ein Ashirra Sanctioned Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Ashirra Sanctioned Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_ashirra_eminence_4;Partially Constructed Ashirra Established Court;Partiellement construit Ashirra Established Court;Partiell Konstruiert Ashirra Established Court;;Parcialmente construida Ashirra Established Court;;;;;;;;;x
ct_ab_ph_ct_clan_ashirra_eminence_4_desc;A Ashirra Established Court is under construction here and will be completed in approximately 1 days.;Un Ashirra Established Court est en construction ici et sera termin dans environ 1 jours.;Ein Ashirra Established Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Ashirra Established Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_ashirra_eminence_5;Partially Constructed Ashirra Noteworthy Court;Partiellement construit Ashirra Noteworthy Court;Partiell Konstruiert Ashirra Noteworthy Court;;Parcialmente construida Ashirra Noteworthy Court;;;;;;;;;x
ct_ab_ph_ct_clan_ashirra_eminence_5_desc;A Ashirra Noteworthy Court is under construction here and will be completed in approximately 1 days.;Un Ashirra Noteworthy Court est en construction ici et sera termin dans environ 1 jours.;Ein Ashirra Noteworthy Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Ashirra Noteworthy Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_ashirra_eminence_6;Partially Constructed Ashirra Prominent Court;Partiellement construit Ashirra Prominent Court;Partiell Konstruiert Ashirra Prominent Court;;Parcialmente construida Ashirra Prominent Court;;;;;;;;;x
ct_ab_ph_ct_clan_ashirra_eminence_6_desc;A Ashirra Prominent Court is under construction here and will be completed in approximately 1 days.;Un Ashirra Prominent Court est en construction ici et sera termin dans environ 1 jours.;Ein Ashirra Prominent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Ashirra Prominent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_ashirra_eminence_7;Partially Constructed Ashirra Eminent Court;Partiellement construit Ashirra Eminent Court;Partiell Konstruiert Ashirra Eminent Court;;Parcialmente construida Ashirra Eminent Court;;;;;;;;;x
ct_ab_ph_ct_clan_ashirra_eminence_7_desc;A Ashirra Eminent Court is under construction here and will be completed in approximately 1 days.;Un Ashirra Eminent Court est en construction ici et sera termin dans environ 1 jours.;Ein Ashirra Eminent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Ashirra Eminent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_assamite_emiinence_8;Partially Constructed Assamite Preeminent Court;Partiellement construit Assamite Preeminent Court;Partiell Konstruiert Assamite Preeminent Court;;Parcialmente construida Assamite Preeminent Court;;;;;;;;;x
ct_ab_ph_ct_clan_assamite_emiinence_8_desc;A Assamite Preeminent Court is under construction here and will be completed in approximately 1 days.;Un Assamite Preeminent Court est en construction ici et sera termin dans environ 1 jours.;Ein Assamite Preeminent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Assamite Preeminent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_assamite_eminence_1;Partially Constructed Assamite Recognized Court;Partiellement construit Assamite Recognized Court;Partiell Konstruiert Assamite Recognized Court;;Parcialmente construida Assamite Recognized Court;;;;;;;;;x
ct_ab_ph_ct_clan_assamite_eminence_1_desc;A Assamite Recognized Court is under construction here and will be completed in approximately 1 days.;Un Assamite Recognized Court est en construction ici et sera termin dans environ 1 jours.;Ein Assamite Recognized Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Assamite Recognized Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_assamite_eminence_2;Partially Constructed Assamite Significant Court;Partiellement construit Assamite Significant Court;Partiell Konstruiert Assamite Significant Court;;Parcialmente construida Assamite Significant Court;;;;;;;;;x
ct_ab_ph_ct_clan_assamite_eminence_2_desc;A Assamite Significant Court is under construction here and will be completed in approximately 1 days.;Un Assamite Significant Court est en construction ici et sera termin dans environ 1 jours.;Ein Assamite Significant Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Assamite Significant Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_assamite_eminence_3;Partially Constructed Assamite Sanctioned Court;Partiellement construit Assamite Sanctioned Court;Partiell Konstruiert Assamite Sanctioned Court;;Parcialmente construida Assamite Sanctioned Court;;;;;;;;;x
ct_ab_ph_ct_clan_assamite_eminence_3_desc;A Assamite Sanctioned Court is under construction here and will be completed in approximately 1 days.;Un Assamite Sanctioned Court est en construction ici et sera termin dans environ 1 jours.;Ein Assamite Sanctioned Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Assamite Sanctioned Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_assamite_eminence_4;Partially Constructed Assamite Established Court;Partiellement construit Assamite Established Court;Partiell Konstruiert Assamite Established Court;;Parcialmente construida Assamite Established Court;;;;;;;;;x
ct_ab_ph_ct_clan_assamite_eminence_4_desc;A Assamite Established Court is under construction here and will be completed in approximately 1 days.;Un Assamite Established Court est en construction ici et sera termin dans environ 1 jours.;Ein Assamite Established Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Assamite Established Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_assamite_eminence_5;Partially Constructed Assamite Noteworthy Court;Partiellement construit Assamite Noteworthy Court;Partiell Konstruiert Assamite Noteworthy Court;;Parcialmente construida Assamite Noteworthy Court;;;;;;;;;x
ct_ab_ph_ct_clan_assamite_eminence_5_desc;A Assamite Noteworthy Court is under construction here and will be completed in approximately 1 days.;Un Assamite Noteworthy Court est en construction ici et sera termin dans environ 1 jours.;Ein Assamite Noteworthy Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Assamite Noteworthy Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_assamite_eminence_6;Partially Constructed Assamite Prominent Court;Partiellement construit Assamite Prominent Court;Partiell Konstruiert Assamite Prominent Court;;Parcialmente construida Assamite Prominent Court;;;;;;;;;x
ct_ab_ph_ct_clan_assamite_eminence_6_desc;A Assamite Prominent Court is under construction here and will be completed in approximately 1 days.;Un Assamite Prominent Court est en construction ici et sera termin dans environ 1 jours.;Ein Assamite Prominent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Assamite Prominent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
ct_ab_ph_ct_clan_assamite_eminence_7;Partially Constructed Assamite Eminent Court;Partiellement construit Assamite Eminent Court;Partiell Konstruiert Assamite Eminent Court;;Parcialmente construida Assamite Eminent Court;;;;;;;;;x
ct_ab_ph_ct_clan_assamite_eminence_7_desc;A Assamite Eminent Court is under construction here and will be completed in approximately 1 days.;Un Assamite Eminent Court est en construction ici et sera termin dans environ 1 jours.;Ein Assamite Eminent Court befindet sich hier im Aufbau und wird in ca. 1 Tagen abgeschlossen sein.;;A Assamite Eminent Court est en construccin aqu y se completar en aproximadamente 1 das.;;;;;;;;;x
